sales skills:sale,sales,selling,retail
analytic and mathematical abilities:analytic,analytical,math,mathematics,arithmetic,numeric,numerical
punctuality:punctual,punctuality,attendance
negotiation skills:negotiation,negotiations,closing skills
interpersonal and communication skills:interpersonal,communication,listening,verbal,written,oral
